1.89,90
1.71,49
1.68,62
1.71,65
1.84,88
1.72,71
1.75,68
1.72,68
1.88,93
1.8,67
1.93,100
1.78,92
1.87,88
1.57,51
1.63,58
1.71,59
1.76,63
1.85,77
1.87,90
1.84,76
1.98,91
1.93,91
1.89,89
1.82,75
1.72,80
1.76,69
1.73,64
1.7,87
1.82,71
1.73,65
1.61,55
1.67,58
1.72,63
1.68,64
1.68,55
0,0
2.07,122
1.82,87
1.8,66
1.65,70
1.71,58
1.71,65
1.75,87
1.86,80
0,0
2.07,115
1.88,82
1.74,67
1.71,52
1.72,70
1.67,57
1.79,65
1.98,115
1.72,55
1.75,65
1.81,82
1.79,72
1.87,85
1.8,81
1.88,71
1.83,62
1.76,60
1.75,61
1.8,69
1.68,55
2.08,107
1.71,58
1.79,58
1.82,88
1.72,57
0,0
1.71,66
1.65,58
1.71,60
1.84,77
2.06,118
1.85,84
1.9,92
1.85,75
1.72,67
1.65,68
1.68,56
1.65,55
1.8,82
1.7,62
1.86,74
1.72,80
1.92,90
0,0
1.72,65
1.8,76
1.63,56
1.62,62
1.8,72
1.68,55
1.65,55
1.55,48
1.82,83
1.75,60
1.92,93
1.8,70
2,91
1.91,90
1.73,67
1.88,90
1.63,49
1.86,90
1.9,140
1.87,72
1.83,89
1.82,82
1.84,74
1.91,89
1.78,0
1.8,70
2.02,128
1.9,83
1.75,65
1.66,52
1.66,61
2.1,102
1.67,72
1.95,85
1.75,53
1.84,82
1.75,67
1.91,96
1.62,52
1.63,55
1.84,96
1.8,73
1.7,70
1.64,50
1.82,65
1.77,0
1.65,60
2.03,98
1.69,58
1.72,75
1.65,60
1.72,52
1.68,70
0,0
1.73,52
1.8,70
1.59,55
1.79,70
1.8,60
1.71,57
1.65,63
1.86,81
1.65,52
1.73,70
1.68,58
1.69,67
1.79,69
1.78,79
1.82,75
1.75,75
1.69,55
1.8,78
1.69,66
1.79,72
1.64,53
1.92,95
1.79,66
1.67,54
1.6,59
1.79,70
1.59,68
1.78,68
1.8,76
1.79,82
1.75,68
1.75,65
1.87,80
1.73,69
1.85,98
1.77,75
1.69,57
1.84,80
1.79,76
1.88,83
1.76,86
1.83,82
1.67,56
1.86,80
1.86,78
1.8,72
2.03,106
1.8,65
1.83,75
1.71,70
1.85,86
1.82,77
1.72,64
1.75,68
1.73,73
2.04,98
1.95,68
1.83,70
1.97,95
1.93,93
1.7,72
1.94,90
1.73,82
2,93
1.86,88
1.72,68
1.69,60
1.78,58
1.89,90
1.85,85
1.96,0
1.85,75
1.92,74
1.75,71
1.74,60
1.63,49
1.81,82
1.89,104
1.73,64
1.66,60
1.83,75
0,0
1.7,59
1.66,52
1.63,58
1.83,74
2.04,91
1.98,125
1.9,70
1.95,91
1.9,103
1.93,88
1.83,79
1.91,83
1.85,82
1.83,73
1.82,78
1.75,70
1.9,93
1.94,98
1.67,60
1.86,87
1.87,92
1.77,70
1.91,88
1.72,63
1.68,72
1.73,68
1.77,70
1.66,56
1.54,54
1.76,64
1.76,78
1.78,64
1.75,70
1.9,90
1.83,74
1.69,63
1.7,70
1.88,89
1.68,70
1.88,74
1.73,66
1.65,60
1.7,56
1.87,78
1.64,61
1.93,90
1.76,80
1.63,61
1.58,64
1.78,70
1.59,50
1.78,74
1.91,78
1.76,69
1.78,66
1.73,77
1.73,77
1.67,58
1.65,60
1.83,89
1.78,64
1.67,51
1.68,65
1.56,56
1.57,44
1.83,72
1.77,70
1.74,67
1.83,70
1.75,65
1.76,61
1.9,88
1.79,70
1.67,62
1.87,81
1.79,66
1.74,53
1.79,61
1.65,60
1.83,89
1.74,70
1.68,66
1.96,86
1.83,74
1.78,88
1.73,63
1.73,62
1.8,80
1.78,72
1.97,92
1.85,77
1.76,66
1.91,89
1.95,118
1.9,86
1.7,64
1.74,64
0,0
1.74,65
1.75,64
1.66,65
1.52,50
1.86,77
1.83,60
1.78,66
1.72,67
0,0
1.65,60
1.69,78
1.85,89
1.78,0
1.87,72
0,0
1.75,58
1.77,63
1.86,86
1.75,0
1.94,76
1.8,90
1.75,66
1.79,75
1.86,92
1.74,72
1.68,66
1.91,75
1.68,63
1.83,75
1.87,105
1.83,95
1.83,83
1.83,85
1.85,98
1.85,72
1.77,63
1.79,68
1.86,77
1.69,52
1.67,54
1.58,49
1.74,55
1.81,65
1.88,88
1.89,84
1.93,99
1.72,62
1.92,93
1.88,85
1.82,72
1.65,55
1.78,80
1.77,61
2.01,93
1.73,64
1.74,83
1.86,102
1.84,58
1.66,65
1.72,75
1.71,73
0,0
1.91,67
1.79,82
1.73,87
1.61,0
1.67,63
1.72,68
0,0
1.78,79
1.75,65
1.83,82
1.85,80
1.79,64
1.69,52
1.81,80
1.7,70
1.67,79
1.64,0
0,0
1.86,82
1.73,93
1.9,92
1.71,60
1.77,77
1.86,87
1.89,86
1.8,71
1.68,0
0,0
1.75,74
1.84,68
1.58,55
1.7,61
1.67,52
1.78,65
1.74,60
1.72,68
1.96,82
1.94,85
1.58,58
1.85,77
1.8,81
1.86,85
1.91,101
1.9,91
1.9,81
1.96,98
1.64,47
1.77,73
1.89,95
1.93,75
1.91,88
1.8,75
1.62,70
1.7,70
1.68,50
1.85,70
1.86,88
1.79,64
1.82,80
1.76,95
1.8,91
1.72,64
1.74,53
1.7,48
1.77,71
1.75,70
1.89,89
1.8,72
1.69,61
1.72,63
1.99,85
1.78,77
1.74,65
1.83,130
1.85,78
1.88,85
1.83,80
1.86,81
1.71,50
1.75,62
1.98,85
1.8,71
1.89,70
1.89,86
1.79,65
1.66,47
1.6,46
1.72,59
1.78,68
1.63,48
1.73,63
1.65,56
1.64,57
1.74,69
1.57,55
1.74,63
1.7,60
1.96,136
1.8,71
1.77,75
1.74,59
1.75,66
1.8,74
1.7,55
1.88,84
1.84,84
1.63,58
1.77,70
1.66,49
1.84,79
1.78,72
1.9,80
1.73,57
1.7,55
1.79,104
1.82,79
1.81,69
1.79,65
1.86,69
1.67,57
1.78,63
1.84,70
1.8,77
1.68,58
1.73,64
1.75,68
1.88,0
1.71,0
1.89,93
1.81,75
1.93,93
1.88,100
1.65,0
1.78,75
1.7,60
1.73,67
1.75,60
1.68,65
1.83,101
1.71,58
1.66,63
1.7,74
1.86,125
1.7,0
1.82,80
1.8,0
1.8,97
1.85,0
1.9,0
1.89,75
1.88,90
1.7,51
1.57,48
1.97,80
1.6,58
1.87,74
1.64,66
1.63,55
1.78,68
1.7,71
1.75,53
1.71,60
1.77,0
1.65,49
1.73,64
2,93
1.71,66
1.87,74
1.6,59
1.7,0
1.83,80
1.8,73
1.92,130
1.68,51
1.8,85
1.8,97
1.96,0
1.7,65
1.95,135
1.93,93
1.69,0
1.62,58
1.78,75
0,0
1.68,57
1.68,61
0,0
0,0
1.78,75
1.68,54
1.78,70
1.91,81
1.85,75
1.53,70
0,0
1.74,70
0,0
1.8,66
0,0
1.73,64
1.91,82
1.78,76
0,0
0,0
1.85,69
0,0
1.71,57
0,0
1.88,0
1.88,0
0,0
1.58,0
0,0
0,0
0,0
0,0
0,0
1.65,69
0,0
1.86,77
1.88,66
1.91,85
1.72,70
1.8,68
1.76,61
1.75,66
1.81,78
1.75,114
1.8,79
1.78,59
1.62,52
1.69,60
1.7,51
1.96,74
1.67,55
1.83,59
1.65,54
1.66,60
1.7,62
1.85,82
1.78,75
1.6,52
1.72,60
1.76,68
1.85,78
1.78,74
1.93,95
1.71,62
1.76,56
1.85,85
1.81,81
1.57,48
1.69,57
1.68,54
1.65,53
1.8,69
1.6,65
1.9,85
1.73,73
1.9,78
1.63,60
1.85,75
1.6,51
1.89,88
1.8,75
1.72,70
1.77,64
1.9,85
1.75,54
1.78,73
1.79,76
1.44,57
1.86,79
1.66,60
1.82,80
1.81,74
1.87,83
1.75,64
1.91,86
1.78,69
1.71,66
1.72,61
1.75,64
1.83,63
1.84,69
1.78,70
1.8,81
1.74,69
1.76,64
1.8,69
1.85,65
1.71,69
1.89,83
1.68,57
1.7,61
1.8,67
1.87,75
1.65,59
1.82,66
1.6,54
1.88,67
1.6,54
1.81,78
1.71,66
1.86,79
1.81,60
1.57,42
1.83,64
1.78,84
1.89,81
1.87,72
1.86,76
1.88,75
1.65,46
1.72,57
1.98,110
1.79,72
2,89
1.86,75
1.71,59
1.7,54
1.8,78
1.83,74
1.75,62
1.59,48
1.75,74
1.54,46
1.98,93
1.77,64
1.8,62
1.87,84
1.74,70
1.72,71
1.96,85
1.86,82
1.83,77
1.84,81
1.77,81
1.64,56
1.9,100
1.59,46
1.8,78
1.81,81
1.79,60
1.82,72
1.81,79
1.82,74
1.75,89
1.85,84
1.83,85
1.73,63
1.68,56
1.92,96
1.83,80
1.64,60
1.63,57
1.82,82
1.84,79
1.77,70
1.61,54
1.83,74
1.63,51
1.65,59
1.87,77
1.73,62
1.75,65
1.86,130
1.96,120
1.76,110
1.66,48
1.96,120
1.72,74
1.87,85
1.68,54
1.99,86
1.72,61
1.8,91
1.82,95
1.69,52
1.79,65
1.78,87
1.84,94
1.78,66
1.76,94
1.91,80
1.72,65
1.74,58
1.7,64
1.9,136
1.64,57
1.8,76
1.84,88
1.62,67
1.63,57
1.61,45
1.92,82
1.89,74
1.72,66
1.86,96
1.73,50
2.03,105
1.87,78
1.58,60
1.65,75
1.63,67
1.62,52
1.97,102
1.78,64
1.76,0
1.86,69
1.91,83
1.7,66
1.85,81
1.69,61
1.67,51
1.62,51
1.75,90
1.8,125
1.95,101
1.79,81
1.72,66
1.66,54
1.79,65
1.66,60
1.72,62
1.86,110
1.76,91
1.91,87
1.84,70
1.73,64
1.67,47
1.88,78
1.6,50
1.73,65
1.93,82
1.81,67
1.74,51
1.73,58
1.89,74
1.67,45
1.63,65
1.89,84
1.62,51
1.78,68
1.96,99
1.73,53
1.98,103
1.77,0
1.84,72
1.9,80
1.72,67
1.62,50
1.58,48
1.84,75
1.76,58
1.93,118
1.76,0
1.73,84
1.82,77
1.65,84
1.92,110
1.64,60
2.01,104
1.74,58
1.7,51
1.75,69
1.81,83
1.75,75
1.85,77
1.8,67
1.65,52
1.6,52
1.88,78
1.86,98
1.73,66
1.77,66
1.74,69
2,100
1.7,94
1.7,50
1.82,75
1.8,77
1.66,48
1.88,83
1.64,50
1.75,60
1.69,70
1.89,83
1.78,78
1.65,49
1.76,61
1.71,69
1.82,77
1.69,69
1.95,86
1.84,84
1.62,57
1.8,66
1.8,80
1.8,69
1.78,87
1.6,54
1.6,58
2,89
1.65,59
1.8,66
1.9,90
1.68,59
1.64,57
1.59,50
1.76,82
1.73,54
1.62,54
0,0
0,0
0,0
0,0
0,0
1.79,60
1.85,78
0,0
0,0
0,0
1.79,60
0,0
1.82,88
1.87,65
1.7,79
1.84,83
1.66,52
1.67,0
1.7,65
1.82,70
1.93,80
1.92,102
1.74,73
1.73,61
1.77,68
1.77,75
1.92,107
1.62,60
1.78,80
2.03,102
1.74,73
1.81,60
1.86,86
1.62,54
1.69,58
1.66,62
1.67,58
1.58,56
1.71,68
1.65,66
1.72,67
1.76,71
1.63,58
1.69,64
1.73,74
1.85,84
1.8,75
1.7,80
1.94,92
1.69,0
1.6,60
1.68,56
1.78,97
1.53,53
1.83,83
1.69,65
1.56,64
1.9,85
1.82,79
1.8,70
2.06,118
1.71,75
1.82,73
1.77,66
1.76,69
1.63,56
1.72,67
1.73,70
1.88,90
1.81,95
1.64,56
1.86,73
1.78,65
1.56,51
1.7,54
1.81,72
1.82,85
1.87,80
1.83,93
1.9,76
1.85,85
1.77,76
1.8,75
1.74,60
1.59,60
1.72,68
1.79,76
1.66,58
1.93,95
1.8,88
1.88,88
1.88,98
1.75,73
1.63,66
1.59,58
1.85,77
1.59,49
1.83,89
1.66,57
1.63,54
1.76,69
1.62,54
2.08,125
1.59,55
1.9,80
1.91,81
1.82,90
1.65,67
1.74,70
1.47,40
1.83,71
1.87,90
1.73,59
1.63,55
1.57,55
1.8,73
1.75,75
1.7,68
1.83,93
1.9,80
1.99,75
1.73,69
1.89,89
2.05,107
1.53,54
1.7,83
1.9,120
1.86,84
1.93,84
1.6,49
1.67,55
1.82,80
1.68,55
1.72,60
1.62,52
1.97,92
1.75,78
1.84,76
1.69,60
2.1,105
2.07,103
1.61,57
1.93,76
1.83,71
1.7,55
1.72,58
1.85,85
1.69,69
0,0
1.75,69
1.85,72
0,0
1.72,83
1.96,103
1.85,95
1.64,60
1.72,68
1.83,95
1.82,90
1.72,67
1.63,58
1.76,68
1.75,85
1.61,54
1.81,75
0,0
1.85,155
1.84,80
1.76,65
1.56,46
1.33,31
1.62,57
1.68,63
1.66,58
1.66,47
1.75,72
1.76,68
1.8,73
1.75,68
1.84,83
1.76,59
1.75,76
1.64,50
1.65,60
1.61,55
1.6,60
1.79,75
1.8,77
1.69,69
1.8,83
1.67,59
1.62,57
1.8,64
1.55,43
2.04,100
1.94,90
1.84,88
1.76,70
1.72,85
1.8,90
1.7,65
0,0
1.69,64
1.97,104
1.83,65
1.76,67
1.65,63
1.78,71
1.8,73
1.94,86
1.92,100
1.83,64
1.82,74
1.87,74
1.72,69
1.71,72
1.6,58
1.67,51
1.81,69
1.79,76
1.58,58
1.75,85
1.8,73
1.91,102
1.7,59
1.81,69
1.63,62
1.51,45
1.74,65
1.7,73
1.65,75
1.86,71
0,0
1.64,60
1.67,52
1.72,67
1.62,52
1.73,60
1.75,70
1.9,93
1.93,95
1.9,88
1.82,65
1.9,87
1.7,76
1.72,0
1.72,49
1.68,65
1.67,59
1.81,82
1.71,54
1.92,74
1.91,97
1.72,63
1.72,80
1.93,97
1.84,70
1.96,120
1.86,0
1.83,72
1.74,64
1.7,57
1.77,73
1.65,50
1.6,62
1.91,107
1.65,0
1.8,90
1.85,95
1.72,68
1.77,75
1.8,74
1.64,58
1.7,62
1.92,92
1.67,65
1.75,69
1.65,65
1.67,59
1.67,62
1.74,70
1.69,57
1.71,75
1.94,97
1.69,58
1.75,70
1.94,104
1.65,49
1.68,52
1.68,70
1.6,51
1.53,50
1.8,71
1.83,79
1.85,88
1.75,51
1.7,84
1.72,62
2.09,101
1.71,74
1.69,64
1.66,54
1.9,86
1.74,69
1.96,89
1.81,82
1.65,64
1.82,79
1.68,58
1.84,77
1.84,78
1.9,90
1.8,88
1.67,67
1.82,78
1.63,57
1.91,90
1.9,86
2,87
1.72,73
1.86,80
1.8,68
1.81,82
1.89,85
1.73,69
1.83,90
2.07,104
1.6,54
1.67,55
1.67,56
1.58,70
1.75,110
1.7,67
0,0
1.73,63
1.74,58
1.58,46
1.62,51
1.69,63
1.8,77
1.71,60
1.85,70
1.62,56
1.64,52
1.83,82
1.68,62
1.85,104
1.76,78
1.91,90
1.99,99
2.09,93
1.68,71
1.77,78
1.8,66
1.82,0
1.76,70
1.72,63
1.84,70
1.73,75
1.68,64
1.59,44
1.7,68
1.94,88
1.7,55
1.67,63
1.84,76
1.77,63
2.11,113
1.74,68
1.85,84
1.95,92
1.78,74
1.76,52
1.83,90
1.74,76
1.64,54
1.65,60
1.73,59
1.64,0
1.8,70
1.76,68
1.56,58
1.85,90
1.7,55
1.91,94
1.76,69
1.8,83
1.94,90
1.76,78
1.81,66
1.81,70
1.72,60
1.65,52
1.56,58
1.74,65
1.68,0
1.83,100
2.08,120
1.88,95
2.03,160
1.69,57
1.75,67
1.68,56
1.6,56
1.72,70
1.92,82
1.76,63
1.45,45
1.86,86
1.65,74
1.71,72
1.81,76
1.75,70
1.95,79
1.85,73
1.66,0
1.88,76
1.83,82
1.87,90
1.75,0
1.82,70
1.86,80
1.67,69
1.61,58
1.8,73
1.62,53
1.74,66
1.66,64
1.73,69
1.85,90
1.81,76
1.7,64
1.8,71
1.54,48
1.7,75
1.84,78
1.61,64
1.85,65
1.96,100
1.72,65
1.7,73
0,0
1.73,70
1.71,61
1.71,69
1.64,63
1.65,61
0,0
1.81,64
1.9,78
1.61,54
1.8,77
1.61,59
1.81,69
1.56,50
1.67,62
1.65,58
1.64,60
1.66,59
1.96,75
1.63,52
1.93,84
1.83,75
1.78,69
1.87,83
1.84,93
1.98,104
1.88,82
1.8,90
1.86,80
1.87,84
0,0
1.78,68
1.7,57
1.82,58
1.74,81
1.76,78
1.62,48
1.83,82
1.88,110
1.9,88
1.85,74
1.7,60
1.76,67
1.87,100
1.88,75
1.98,87
1.6,85
1.86,75
1.71,65
1.85,78
1.93,73
1.78,71
1.66,55
1.83,78
1.78,76
1.7,69
1.75,66
1.83,65
1.76,60
1.65,71
1.77,63
1.62,59
1.82,70
0,0
1.75,60
0,0
1.56,46
1.67,58
1.71,61
1.55,49
1.79,67
1.67,60
1.6,45
1.7,60
0,0
1.88,59
1.68,53
1.82,85
1.75,69
1.69,56
1.7,60
1.66,63
0,0
1.62,51
1.75,65
1.68,54
1.64,51
0,0
0,0
1.75,69
1.67,60
1.47,50
1.6,62
1.85,75
1.88,88
1.68,70
1.7,75
1.7,71
1.63,0
1.82,81
1.8,125
1.81,71
1.89,100
1.51,48
1.67,58
1.69,63
2.01,107
1.88,138
1.7,78
1.76,70
1.91,80
1.75,57
1.8,81
1.68,56
1.97,97
1.69,58
1.77,56
1.72,53
1.72,92
1.65,50
1.63,58
1.8,58
1.86,78
1.85,65
1.66,47
1.8,89
1.7,56
1.78,77
1.76,94
1.7,53
1.92,80
1.7,68
1.8,0
1.7,0
1.75,59
1.74,64
1.63,63
1.97,76
1.78,65
1.68,49
1.68,60
1.56,64
1.7,60
1.72,63
1.8,78
1.77,69
1.77,119
1.99,93
1.66,68
0,0
1.87,68
1.33,53
1.81,68
1.5,0
1.51,55
1.6,55
1.83,73
1.55,48
1.69,62
1.63,50
1.98,79
1.82,81
1.82,85
1.68,71
1.68,69
1.65,57
1.69,62
1.6,58
1.72,67
1.55,68
1.68,53
1.83,59
1.76,70
1.52,46
1.58,59
1.9,75
1.7,62
1.75,64
1.8,80
1.79,76
1.8,66
1.89,73
1.9,81
1.88,85
1.75,0
1.74,0
1.64,60
1.58,64
1.91,74
1.63,54
1.6,50
2,92
1.82,75
1.8,56
1.73,73
1.84,84
1.93,74
1.7,68
1.8,72
1.78,73
1.95,80
1.75,64
1.65,68
1.78,112
1.68,59
1.65,60
1.63,50
1.69,76
1.78,75
1.7,65
1.87,85
1.66,50
1.61,57
1.95,88
1.73,61
1.8,77
1.62,68
1.82,63
1.88,75
1.62,57
1.88,90
1.76,68
1.79,61
2.05,100
1.7,81
1.82,74
1.7,59
1.63,51
1.85,83
2.07,98
1.91,87
1.65,63
1.78,71
1.75,79
1.85,77
1.63,62
1.96,83
1.6,63
1.65,61
1.53,53
1.74,61
1.64,53
1.6,71
1.65,52
1.72,56
1.85,79
1.55,56
1.55,59
1.61,48
1.7,60
1.72,58
1.7,65
1.93,69
1.75,75
1.7,65
1.73,60
1.63,52
1.74,80
1.78,58
1.86,65
2.05,110
1.74,59
1.95,98
1.7,70
1.8,84
1.63,53
1.67,55
2.08,106
1.7,58
1.7,62
1.76,78
1.72,67
1.63,65
1.87,88
1.78,75
1.8,75
2.05,97
1.75,66
1.74,72
1.71,65
1.75,80
1.73,61
1.6,47
1.75,90
1.83,69
1.7,73
1.8,77
1.72,59
1.57,50
1.76,64
1.65,51
1.75,77
1.72,64
1.73,63
1.67,58
1.55,48
1.82,82
1.65,60
1.82,68
1.94,94
1.6,59
1.72,73
1.79,76
1.58,48
1.57,57
1.64,55
1.65,53
2.01,95
1.9,84
1.63,63
1.78,77
1.96,99
1.9,93
2,102
1.7,65
1.97,100
1.78,72
0,0
1.72,70
1.72,53
1.63,51
1.68,70
1.67,54
1.9,89
1.79,58
1.59,65
1.73,62
1.73,68
1.66,59
1.69,70
1.78,83
1.7,63
1.67,56
1.73,74
1.6,60
1.82,68
1.5,57
1.85,72
1.79,65
1.63,49
1.73,65
1.88,115
1.67,54
1.88,68
1.83,99
1.7,61
1.55,48
1.67,61
1.8,75
1.67,59
1.93,81
1.81,82
1.8,77
1.6,50
1.65,59
1.78,76
1.85,75
1.83,69
1.73,68
1.57,51
1.85,79
1.6,0
1.65,53
1.66,69
1.7,64
1.57,57
1.8,91
1.86,94
1.81,76
1.95,84
1.68,57
1.85,82
1.85,72
1.9,90
1.8,66
1.74,76
1.8,71
1.77,78
1.85,88
1.85,72
1.55,48
1.78,66
1.7,58
1.73,58
1.73,56
1.8,64
1.77,77
1.72,63
1.77,55
1.86,67
1.75,69
1.75,63
1.73,58
1.72,66
1.9,82
1.7,61
1.9,72
1.73,57
1.8,62
1.82,56
1.67,70
1.9,86
1.78,75
1.7,67
1.6,47
1.74,58
1.87,75
1.63,65
2,91
1.83,72
1.77,76
1.77,55
1.7,59
1.78,65
1.7,57
1.68,53
1.63,59
1.79,81
1.61,55
1.9,90
1.71,85
1.65,60
1.86,68
1.8,68
1.78,65
1.6,61
1.73,67
1.62,70
1.76,66
1.73,62
1.66,69
1.83,80
1.84,72
1.95,101
1.58,54
1.45,46
1.54,53
1.98,88
1.78,78
1.92,80
1.73,71
1.8,57
1.95,80
1.73,66
1.88,88
1.96,70
1.71,65
1.6,62
1.79,79
1.88,88
1.87,60
1.58,52
1.87,82
1.72,67
1.75,70
1.72,68
1.8,69
1.78,63
1.93,87
1.8,75
1.88,86
1.68,57
1.85,79
1.66,67
1.83,103
1.83,80
1.83,60
1.65,60
1.65,50
2,140
2.03,104
1.83,95
1.85,92
1.72,59
1.91,81
1.94,87
1.78,68
1.95,95
1.95,95
1.73,82
2,84
1.68,57
1.88,84
1.78,74
1.72,60
0,0
1.66,60
1.9,140
1.73,68
0,0
1.98,130
1.77,77
1.7,0
1.65,58
1.7,68
1.65,57
1.86,59
1.6,44
1.71,66
1.65,61
1.57,46
1.69,66
1.81,76
1.9,75
1.75,73
1.79,81
1.73,61
1.76,62
1.74,63
1.63,55
1.9,88
1.7,72
1.83,75
1.76,70
1.6,54
1.75,68
1.84,79
1.79,62
1.7,56
1.8,75
1.69,60
1.6,61
1.89,80
1.75,96
1.7,60
1.96,92
1.61,75
1.84,87
1.7,62
1.66,58
1.77,100
1.63,57
1.64,54
1.83,88
1.6,54
1.68,60
1.86,90
1.7,67
1.66,55
1.78,64
1.85,75
1.92,85
1.68,60
1.9,70
1.82,76
1.81,81
1.7,64
1.86,80
1.8,74
1.84,95
1.65,0
1.8,80
1.64,55
1.73,70
1.8,75
1.65,62
1.9,78
1.68,0
1.93,79
1.88,75
1.86,73
1.68,67
1.85,82
1.65,50
1.7,70
1.63,60
1.7,58
1.71,62
1.88,82
1.81,72
1.73,65
1.7,55
1.75,70
1.43,34
1.8,70
1.75,55
1.76,62
1.55,48
1.77,70
1.84,95
1.82,75
1.85,100
1.75,62
1.68,56
1.78,83
1.7,58
1.75,60
1.72,63
1.74,66
1.81,83
1.81,74
1.75,55
1.73,66
1.88,72
1.71,60
1.9,71
1.84,89
1.73,57
1.85,74
1.75,71
1.93,0
1.72,77
1.65,59
1.84,68
1.96,110
1.87,81
1.77,68
1.7,55
2.02,77
1.81,78
1.73,69
1.88,78
1.66,58
1.89,79
1.62,60
1.76,64
1.88,75
1.94,87
1.6,50
1.95,98
1.68,63
1.78,66
1.75,70
1.71,70
1.7,59
1.72,62
1.57,48
1.67,55
1.71,65
1.76,66
1.84,71
1.85,72
1.88,83
1.86,78
1.68,0
1.78,73
2.13,113
1.8,75
1.71,59
1.67,57
1.68,63
1.72,0
1.48,36
1.64,72
